,Unnamed: 0,question,answer,source,length
1261,1261,"What is the definition of 'National Pension System' as per the Pension Fund Regulatory and Development Authority Act, 2013?","The National Pension System means the contributory pension system referred to in section 20 whereby contributions from a subscriber are collected and accumulated in an individual pension account using a system of points of presence, a central recordkeeping agency and pension funds as may be specified by regulations.",nps.pdf,317
1262,1262,"What is the definition of 'Subscriber Education and Protection Fund' as per the Pension Fund Regulatory and Development Authority Act, 2013?",The Subscriber Education and Protection Fund means the fund constituted under sub-section (1) of section 41.,nps.pdf,108
1263,1263,"What are the administrative powers of the Chairperson of the Authority as per the Pension Fund Regulatory and Development Authority Act, 2013?",The Chairperson shall have the powers of general superintendence and direction in respect of all administrative matters of the Authority.,nps.pdf,137
1264,1264,"What is the procedure for meetings of the Authority as per the Pension Fund Regulatory and Development Authority Act, 2013?",The Authority shall meet at such times and places and shall observe such rules of procedure in regard to the transaction of business at its meetings (including quorum at such meetings) as may be provided by regulations.,nps.pdf,219
1265,1265,"What is the definition of 'regulated assets' as per the Pension Fund Regulatory and Development Authority Act, 2013?","Regulated assets means the assets and properties, both tangible and intangible, owned, leased or developed by and other rights belonging to, the central recordkeeping agency.",nps.pdf,174
1266,1266,"What is the definition of 'Trustee Bank' as per the Pension Fund Regulatory and Development Authority Act, 2013?","Trustee Bank means a banking company as defined in the Banking Regulation Act, 1949 (10 of 1949).",nps.pdf,97
1267,1267,"What is the extent and application of the Pension Fund Regulatory and Development Authority Act, 2013?","The Act applies to the National Pension System and any other pension scheme not regulated by any other enactment. However, it does not apply to certain schemes and funds under other enactments, such as the Coal Mines Provident Fund and Miscellaneous Provisions Act, 1948, and the Employees' Provident Funds and Miscellaneous Provisions Act, 1952.",nps.pdf,346
1268,1268,"What are the duties, powers, and functions of the Pension Fund Regulatory and Development Authority?","The Authority has the duty to regulate, promote, and ensure orderly growth of the National Pension System and pension schemes to which this Act applies, and to protect the interests of subscribers of such System and schemes. Its powers and functions include regulating the National Pension System and pension schemes, approving schemes and laying down norms for management of corpus, registering and regulating intermediaries, and protecting the interests of subscribers.",nps.pdf,471
1269,1269,"What is the process for transfer of assets, liabilities, etc. of the Interim Pension Fund Regulatory and Development Authority to the Pension Fund Regulatory and Development Authority?","On and from the date of establishment of the Pension Fund Regulatory and Development Authority, all assets and liabilities of the Interim Pension Fund Regulatory and Development Authority shall stand transferred to, and vested in, the Authority. This includes all rights and powers, properties, cash balances, deposits, and other interests and rights, as well as all debts, liabilities, and obligations.",nps.pdf,403
1270,1270,Can any person governed under any of the schemes or funds referred to in sub-section (3) of section 12 join the National Pension System?,"Yes, any person governed under any of the schemes or funds referred to in sub-section (3) of section 12 may, at his option, also join the National Pension System.",nps.pdf,162
1271,1271,What are the powers of the Authority while exercising its powers under clause (o) of sub-section (2) of section 14?,"The Authority has the same powers as are vested in a civil court under the Code of Civil Procedure, 1908, while trying a suit, in respect of discovery and production of books of account and other documents, summoning and enforcing attendance of persons and examining them on oath, inspection of any book, register, and other documents, issuing commissions for examination of witnesses or documents, and any other matter that may be prescribed.",nps.pdf,443
1272,1272,Can the Authority take any measures pending investigation or inquiry to protect the interests of subscribers?,"Yes, the Authority may, by order, for reasons to be recorded in writing, take measures such as restraining persons from participating in any scheme, restraining any office bearer of an intermediary from acting as such, impounding and retaining proceeds under the scheme, attaching bank accounts, and directing any intermediary or person associated with the scheme not to dispose of or alienate an asset forming part of any activity under investigation.",nps.pdf,452
1273,1273,What is the purpose of section 15 of the Act?,"Section 15 allows the Authority to issue directions to any intermediary or person associated with the National Pension System or a pension scheme to which this Act applies, if it is necessary in the interests of subscribers or orderly development of the System or scheme, or to prevent the affairs of any intermediary or other person or entity being conducted in a manner detrimental to the interests of subscribers.",nps.pdf,416
1274,1274,Can the Authority regulate the regulated assets under the National Pension System?,"Yes, the Authority has the power to regulate the regulated assets under the National Pension System, as specified in sub-section (2) of section 14.",nps.pdf,147
1275,1275,What is the purpose of sub-section (4) of section 14 of the Act?,"Sub-section (4) of section 14 allows the Authority to take measures pending investigation or inquiry to protect the interests of subscribers, such as restraining persons from participating in any scheme, impounding and retaining proceeds under the scheme, and attaching bank accounts.",nps.pdf,284
1276,1276,"Can the Authority collect data and require intermediaries to collect data and undertake studies, research, and projects?","Yes, the Authority has the power to collect data and require intermediaries to collect data, and to undertake and commission studies, research, and projects, as specified in sub-section (2) of section 14.",nps.pdf,204
1277,1277,"What is the purpose of the Pension Fund Regulatory and Development Authority Act, 2013?","The purpose of the Act is to regulate and develop the pension fund industry in India, and to protect the interests of subscribers.",nps.pdf,130
1278,1278,What are the powers of the Authority under Section 16 of the Act?,"The Authority has the power to direct any person to investigate the affairs of an intermediary or person associated with the pension fund, and to report to the Authority.",nps.pdf,170
1279,1279,"What are the duties of every manager, managing director, officer, and employee of a company under Section 16 of the Act?","They have a duty to preserve and produce all books, registers, other documents, and records of the company, and to furnish information to the Investigating Authority or any person authorized by him.",nps.pdf,198
1280,1280,"What are the consequences of failing to produce books, registers, or other documents under Section 16 of the Act?","The person shall be punishable with imprisonment for a term which may extend to one year, or with fine, which may extend to twenty-five crore rupees, or with both, and also with a further fine which may extend to ten lakh rupees for every day after the first day during which the failure or refusal continues.",nps.pdf,309
1281,1281,What is the power of search and seizure under Section 17 of the Act?,"The Authority can authorize any officer to enter and search any building or place where books, accounts, or other documents are kept, and to seize all or any such books, accounts, or other documents.",nps.pdf,199
1282,1282,What are the circumstances under which the Authority can authorize search and seizure under Section 17 of the Act?,"The Authority can authorize search and seizure if it has reason to believe that any person has omitted or failed to produce any books, accounts, or other documents, or if any person is likely to commit a contravention of any provision of the Act.",nps.pdf,246
1283,1283,What are the duties of the authorized officer under Section 17 of the Act?,"The authorized officer has the duty to enter and search any building or place, to break open the lock of any box or receptacle, to seize all or any books, accounts, or other documents, and to place marks of identification on such books, accounts, or other documents.",nps.pdf,266
1284,1284,"What are the consequences of retaining books, accounts, or other documents seized under Section 17 of the Act for more than 180 days?","The books, accounts, or other documents shall not be retained by the authorized officer for a period exceeding one hundred and eighty days from the date of the seizure unless the reasons for retaining the same are recorded by him in writing and the approval of the Authority for such retention is obtained.",nps.pdf,306
1285,1285,What are the powers of the Investigating Authority under Section 16 of the Act?,"The Investigating Authority has the power to examine on oath any intermediary or any person associated with the pension fund, and to administer an oath accordingly.",nps.pdf,164
1286,1286,What are the consequences of failing to comply with the requisition of the authorized officer under Section 17 of the Act?,"The person shall be punishable with imprisonment for a term which may extend to one year, or with fine, which may extend to twenty-five crore rupees, or with both, and also with a further fine which may extend to ten lakh rupees for every day after the first day during which the failure or refusal continues.",nps.pdf,309
1287,1287,"What is the National Pension System, and when did it come into effect?","The National Pension System is a contributory pension system notified by the Government of India in the Ministry of Finance vide notification number F. No. 5/7/2003 -ECB&PR, dated the 22nd December, 2003. It is deemed to have come into effect from the 1st day of January, 2004.",nps.pdf,277
1288,1288,What are the basic features of the National Pension System?,"The basic features of the National Pension System include an individual pension account for every subscriber, withdrawals of up to 25% of the contribution made by the subscriber, recordkeeping, accounting, and switching of options by the central recordkeeping agency, choice of multiple pension funds and schemes, portability of individual pension accounts, and collection and transmission of contributions and instructions through points of presence.",nps.pdf,451
1289,1289,What is the role of the central recordkeeping agency in the National Pension System?,"The central recordkeeping agency is responsible for receiving instructions from subscribers through the points of presence, transmitting such instructions to pension funds, effecting switching instructions received from subscribers, and discharging such other duties and functions as may be assigned to it under the certificate of registration or as may be determined by regulations.",nps.pdf,383
1290,1290,What happens to the assets and properties of the central recordkeeping agency upon expiry of its certificate of registration or earlier revocation?,"Upon expiry of the certificate of registration or earlier revocation, the Authority shall be entitled to appropriate and take over the regulated assets, either by itself or through an administrator or a person nominated by it in this behalf. The central recordkeeping agency shall be entitled to be compensated the fair value of such regulated assets as may be determined by regulations.",nps.pdf,387
1291,1291,"What is a point of presence in the National Pension System, and what are its functions?","A point of presence is a person or entity that has been granted a certificate of registration by the Authority to act as an intermediary between subscribers and the Trustee Bank or the central recordkeeping agency. Its functions include receiving contributions and instructions from subscribers, transmitting them to the Trustee Bank or the central recordkeeping agency, and paying out benefits to subscribers in accordance with regulations.",nps.pdf,441
1292,1292,"What are pension funds, and what is their role in the National Pension System?","Pension funds are entities that have been granted a certificate of registration by the Authority to act as a pension fund for the purpose of receiving contributions, accumulating them, and making payments to subscribers in such manner as may be specified by regulations.",nps.pdf,270
1293,1293,"How many pension funds can be established under the National Pension System, and what is the minimum requirement?","The number of pension funds shall be determined by regulations, and the Authority may, in public interest, vary the number of pension funds. However, at least one of the pension funds shall be a Government company.",nps.pdf,214
1294,1294,What happens if the Authority finds that a person has violated or is likely to violate any provision of the Act or any rule or regulation made thereunder?,"If the Authority finds that a person has violated or is likely to violate any provision of the Act or any rule or regulation made thereunder, it may pass an order requiring such person to cease and desist from committing or causing such violation.",nps.pdf,247
1295,1295,Under what circumstances can the Authority take over the management of a central recordkeeping agency or pension fund?,"The Authority can take over the management of a central recordkeeping agency or pension fund if it has reason to believe that the agency or fund is acting in a manner likely to be prejudicial to the interest of subscribers. In such cases, the Authority may make a report to the Central Government, which may then appoint an Administrator to manage the affairs of the agency or fund under the direction and control of the Authority.",nps.pdf,431
1296,1296,What are the consequences of a person failing to comply with an order of the Authority?,"If a person fails to comply with an order of the Authority, the Authority may pass such orders as it thinks fit, including the power to take over the management of the central recordkeeping agency or pension fund, or to impose penalties and fines as specified in the regulations.",nps.pdf,279
1297,1297,"What is the primary function of a pension fund under the Pension Fund Regulatory and Development Authority Act, 2013?","The pension fund shall function in accordance with the terms of its certificate of registration and the regulations made under this Act, and manage the schemes in accordance with the regulations.",nps.pdf,195
1298,1298,What is the restriction on foreign companies or individuals or association of persons holding equity shares in a pension fund?,"The aggregate holding of equity shares by a foreign company or individual or association of persons shall not exceed twenty-six per cent of the paid-up capital of the pension fund, or such percentage as may be approved for an Indian insurance company under the Insurance Act, 1938, whichever is higher.",nps.pdf,302
1299,1299,Can a pension fund invest the funds of subscribers outside India?,"No, a pension fund shall not, directly or indirectly, invest outside India, the funds of subscribers.",nps.pdf,101
1300,1300,"What are the eligibility norms for a central recordkeeping agency, points of presence, and pension funds?","They shall satisfy the eligibility norms as may be specified by the regulations, including minimum capital requirement, past track-record, costs and fees, geographical reach, customer base, information technology capability, human resources, and such other matters.",nps.pdf,265
1301,1301,"What is the process for registration of intermediaries, including central recordkeeping agencies, pension funds, and points of presence?","They shall register with the Authority in accordance with the provisions of the Act and the regulations, and the Authority may grant a certificate of registration subject to such terms and conditions as it may specify.",nps.pdf,218
1302,1302,"What are the penalties for failure by an intermediary or any other person to comply with the provisions of the Act, rules, regulations, and directions?","The penalties include a penalty of one lakh rupees for each day during which the failure continues or one crore rupees, whichever is less, for carrying on activities without a certificate of registration, and a penalty of one lakh rupees for each day during which the failure continues or five times the amount of profits made or losses avoided, whichever is higher, for other non-compliances.",nps.pdf,393
1303,1303,What is the purpose of the Subscriber Education and Protection Fund established under the Act?,"The Fund is established to credit all sums realised by way of penalties under the Act, and to be used for the purposes of subscriber education and protection.",nps.pdf,158
1304,1304,What is the power of the Authority to adjudicate penalties under the Act?,"The Authority may appoint an adjudicating officer to hold an inquiry and impose penalties as specified in the Act, after giving the person concerned a reasonable opportunity of being heard.",nps.pdf,189
1305,1305,What factors shall the Authority consider while adjudging the quantum of penalty under the Act?,"The Authority shall consider factors such as the amount of disproportionate gain or unfair advantage, the amount of loss caused to a subscriber or group of subscribers, and the repetitive nature of the default, while adjudging the quantum of penalty.",nps.pdf,250
1306,1306,What is the provision for attachment of assets and supersession of management of an intermediary under the Act?,"The Authority may attach assets and supersede the management of an intermediary, in respect of any matter relating to the retention, preservation, interim custody or sale of any asset or property, or securing any pension fund, moneys and other assets and properties owned by or under the control of the pension fund.",nps.pdf,316
1307,1307,What are the powers of the Authority in case of contravention of the provisions of the Act or regulations?,"The Authority may make such orders as it deems fit, including an order for attachment of assets of the pension fund, and may supersede the governing board or board of directors or management of the intermediary.",nps.pdf,211
1308,1308,What is the punishment for contravening or attempting to contravene the provisions of the Act or regulations?,"The punishment is imprisonment for a term which may extend to ten years, or with fine, which may extend to twenty-five crore rupees, or with both.",nps.pdf,146
1309,1309,Can the Central Government grant immunity to a person who has violated the provisions of the Act or regulations?,"Yes, the Central Government may grant immunity to a person who has made a full and true disclosure in respect of the alleged violation, subject to such conditions as it may think fit to impose.",nps.pdf,193
1310,1310,"Is the Authority exempt from paying wealth-tax, income-tax or any other tax?","Yes, the Authority is exempt from paying wealth-tax, income-tax or any other tax in respect of its wealth, income, profits or gains derived.",nps.pdf,140
1311,1311,Can a court take cognizance of any offence punishable under the Act without a complaint from the Authority?,"No, no court shall take cognizance of any offence punishable under the Act or any rules or regulations made thereunder, save on a complaint made by the Authority.",nps.pdf,162
1312,1312,Can a person aggrieved by an order of the Authority appeal to the Securities Appellate Tribunal?,"Yes, any person aggrieved by an order made by the Authority or by an adjudicating officer under this Act may prefer an appeal before the Securities Appellate Tribunal.",nps.pdf,167
1313,1313,Can a civil court entertain any suit or proceeding in respect of any matter which an adjudicating officer or the Securities Appellate Tribunal is empowered to determine?,"No, no civil court shall have jurisdiction to entertain any suit or proceeding in respect of any matter which an adjudicating officer appointed under this Act or a Securities Appellate Tribunal is empowered by or under this Act to determine.",nps.pdf,241
1314,1314,Can a person aggrieved by a decision or order of the Securities Appellate Tribunal appeal to the Supreme Court?,"Yes, any person aggrieved by any decision or order of the Securities Appellate Tribunal under this Act may file an appeal to the Supreme Court within sixty days from the date of communication of the decision or order.",nps.pdf,217
1315,1315,How is the Pension Regulatory and Development Fund constituted and applied?,"The Fund is constituted by crediting thereto all Government grants, fees and charges received by the Authority, and is applied for meeting the salaries, allowances and other remuneration of the Chairperson and other members and officers and other employees of the Authority, and other expenses of the Authority.",nps.pdf,311
1316,1316,What is the purpose of the Subscriber Education and Protection Fund?,"The purpose of the Fund is to provide education and protection to subscribers, and it is credited with grants and donations given to the Fund by the Central Government, State Governments, companies or any other person.",nps.pdf,218
1317,1317,What is the purpose of the Subscriber Education and Protection Fund?,The Subscriber Education and Protection Fund is administered and utilised by the Authority for protection of the interests of subscribers in accordance with regulations made for the purpose.,nps.pdf,190
1318,1318,Who is responsible for auditing the accounts of the Authority?,The Comptroller and Auditor-General of India is responsible for auditing the accounts of the Authority at such intervals as may be specified by him.,nps.pdf,148
1319,1319,What is the role of the Central Government in relation to the Authority?,"The Central Government has the power to issue directions to the Authority on questions of policy, other than those relating to technical and administrative matters, and may also supersede the Authority in certain circumstances.",nps.pdf,227
1320,1320,What is the purpose of the Pension Advisory Committee?,The Pension Advisory Committee advises the Authority on matters relating to the making of regulations under section 52 and may also advise the Authority on such matters as may be referred to it by the Authority or as the Committee may deem fit.,nps.pdf,244
1321,1321,What is the requirement for the Authority to furnish returns and reports to the Central Government?,"The Authority shall furnish to the Central Government at such time and in such form and manner as may be prescribed, or as the Central Government may direct to furnish such returns, statements and other particulars as the Central Government may require.",nps.pdf,253
1322,1322,"What is the status of members, officers, and employees of the Authority?","The Chairperson and other members and officers and other employees of the Authority shall be deemed, when acting or purporting to act in pursuance of any of the provisions of this Act, to be public servants within the meaning of section 21 of the Indian Penal Code (45 of 1860).",nps.pdf,278
1323,1323,What protection is available to the Authority and its officers and employees?,"No suit, prosecution or other legal proceedings shall lie against the Central Government or the Authority or any officer of Central Government or any member, officer or other employees of the Authority for anything which is in good faith done or intended to be done under this Act or the rules or regulations made thereunder.",nps.pdf,325
1324,1324,What power does the Authority have to delegate its functions?,"The Authority may, by general or special order in writing, delegate to any member, officer of the Authority or any other person subject to such conditions, if any, as may be specified in the order, such of its powers and functions under this Act (except the powers under section 52) as it may deem necessary.",nps.pdf,308
1325,1325,What is the consequence of an offence being committed by a company under this Act?,"Where an offence under this Act has been committed by a company, every person who at the time the offence was committed was in charge of, and was responsible to, the company for the conduct of the business of the company shall be deemed to be guilty of the offence.",nps.pdf,265
1326,1326,What is the requirement for the Authority to submit an annual statement of accounts?,The Authority shall maintain proper accounts and other relevant records and prepare an annual statement of accounts in such form as may be prescribed by the Central Government in consultation with the Comptroller and Auditor-General of India.,nps.pdf,242
1327,1327,"What is the provision for liability of companies and their officers under the Pension Fund Regulatory and Development Authority Act, 2013?","Under Section 50 of the Act, if a company commits an offence, the company and its officers shall be deemed guilty and liable to be proceeded against and punished accordingly. However, if the officer proves that the offence was committed without their knowledge or that they exercised due diligence to prevent it, they shall not be liable to punishment.",nps.pdf,352
1328,1328,What is the power of the Authority in relation to International Financial Services Centres?,"Under Section 50A of the Act, the powers of the Authority do not extend to International Financial Services Centres set up under the Special Economic Zones Act, 2005. Instead, the International Financial Services Centres Authority established under the International Financial Services Centres Authority Act, 2019 shall regulate financial products, financial services, and financial institutions in these centres.",nps.pdf,413
1329,1329,"What is the power of the Central Government to make rules under the Pension Fund Regulatory and Development Authority Act, 2013?","Under Section 51 of the Act, the Central Government may make rules for carrying out the provisions of the Act. The rules may provide for matters such as the salary and allowances of the Chairperson and whole-time members, the allowances payable to part-time members, and the additional functions of the Authority.",nps.pdf,313
1330,1330,"What is the power of the Authority to make regulations under the Pension Fund Regulatory and Development Authority Act, 2013?","Under Section 52 of the Act, the Authority may make regulations consistent with the Act and the rules made thereunder for carrying out the provisions of the Act. The regulations may provide for matters such as the time and place of meetings of the Authority, the terms and conditions of service of officers and employees, and the regulations to be made by the Authority in respect of pension schemes.",nps.pdf,400
1331,1331,"What is the provision for the establishment of mechanisms for redressing grievances of subscribers under the Pension Fund Regulatory and Development Authority Act, 2013?","Under Section 52 of the Act, the Authority may make regulations for establishing mechanisms for redressing grievances of subscribers. The regulations may provide for the form and manner in which books of account shall be maintained and statement of accounts shall be rendered by intermediaries.",nps.pdf,294
1332,1332,"What is the provision for the amendment to the National Pension System under the Pension Fund Regulatory and Development Authority Act, 2013?","Under Section 52 of the Act, the Authority may make regulations for amending the National Pension System. The regulations may provide for the conditions of its purpose, frequency, and limits for withdrawals from individual pension accounts.",nps.pdf,240
1333,1333,"What is the provision for the conditions subject to which a subscriber shall exit from the National Pension System under the Pension Fund Regulatory and Development Authority Act, 2013?","Under Section 52 of the Act, the Authority may make regulations for the conditions subject to which a subscriber shall exit from the National Pension System. The regulations may provide for the conditions subject to which the subscriber shall purchase an annuity.",nps.pdf,263
1334,1334,"What is the provision for the duties and functions of the central recordkeeping agency under the Pension Fund Regulatory and Development Authority Act, 2013?","Under Section 52 of the Act, the Authority may make regulations for the duties and functions of the central recordkeeping agency. The regulations may provide for the determination of compensation of fair value of the regulated assets payable to the central recordkeeping agency.",nps.pdf,278
1335,1335,"What is the provision for the manner of receiving contributions and instructions and transmitting them to the Trustee Bank or central recordkeeping agency under the Pension Fund Regulatory and Development Authority Act, 2013?","Under Section 52 of the Act, the Authority may make regulations for the manner of receiving contributions and instructions and transmitting them to the Trustee Bank or central recordkeeping agency. The regulations may provide for the regulations governing the functioning of points of presence.",nps.pdf,294
1336,1336,"What is the provision for the establishment of the National Pension System Trust under the Pension Fund Regulatory and Development Authority Act, 2013?","Under Section 52 of the Act, the Authority may make regulations for the establishment, duties, and functioning of the National Pension System Trust. The regulations may provide for the delegation of powers and functions of the Authority to committees.",nps.pdf,251
1337,1337,What Act provides for the regulation and development of the pension market in India?,"Pension Fund Regulatory and Development Authority Act, 2013",nps.pdf,59
1338,1338,Who is responsible for laying down rules and regulations made under this Act before Parliament?,"Every rule and every regulation made under this Act shall be laid, as soon as may be after its made, before each House of Parliament",nps.pdf,132
1339,1339,What is the purpose of Section 54 of the Act?,"The Central Government may, by order, published in the Official Gazette, make such provisions not inconsistent with the provisions of this Act as may appear to be necessary for removing any difficulty that may arise in giving effect to the provisions of this Act.",nps.pdf,263
1340,1340,Can any order be made under Section 54 after the expiry of five years from the commencement of this Act?,"No, no order shall be made under this section after the expiry of five years from the commencement of this Act.",nps.pdf,111
1341,1341,"What is the purpose of the Interim Pension Fund Regulatory and Development Authority (PFRDA) as described in the Resolution of the Ministry of Finance dated October 10, 2003?",To constitute an interim body as a precursor to the proposed statutory Authority to regulate and develop the pension market.,nps.pdf,124
1342,1342,What is the limit on the amount of sumptuary allowance that the Chairperson and Members of PFRDA are entitled to?,The Chairperson and Members of PFRDA would be entitled to Sumptuary Allowance as decided by the Government.,nps.pdf,107
1343,1343,What is the policy regarding the retention of government accommodation by a Government employee appointed to PFRDA?,"If a Government employee is appointed who has already been allotted a government accommodation, then he will be entitled to retain the same after obtaining approvals at appropriate level.",nps.pdf,187
1344,1344,What are the medical facilities available to the Chairperson and Members of PFRDA?,The Chairperson and Members shall be reimbursed the actual premium paid to purchase the domestic medical insurance cover.,nps.pdf,121
1345,1345,What is the status of the Chairperson and Members of PFRDA?,Chairperson and Member would not be accorded Ministerial status and the previous status of the appointee shall not be treated as a precedent for determining the terms of service.,nps.pdf,178
1346,1346,What are the leave entitlements of the Chairperson and Members of PFRDA?,"A Chairperson or Member would be entitled to 30 days of Earned Leave for every year of Service, and payment of leave salary during leave shall be governed by Rule 40 of CCS (Leave) Rules, 1972.",nps.pdf,193
1347,1347,What is the policy regarding administrative and other residual matters of PFRDA?,"Administrative matters relating to the operations of PFRDA, with respect to which no express provision has been made in these instructions, shall be referred in each case to the Central Government for its decision.",nps.pdf,214
1348,1348,When was the Government Resolution regarding the constitution of PFRDA issued?,"The Government Resolution regarding the constitution of PFRDA was issued on November 14, 2008.",nps.pdf,94
1349,1349,What is the tenure of the Chairman and Members of PFRDA?,"The Chairman and every Member shall hold office for a period of five years from the date on which he enters upon his office, and shall be eligible for reappointment.",nps.pdf,165
1350,1350,What are the eligibility criteria for reemployment of the Chairperson and Members of PFRDA?,Chairperson or a Member would not be eligible for reemployment under the Central Government or any body/authority substantially financed by the Central Government unless he has cooled off for a period of two years.,nps.pdf,214
1351,1351,What is the pay structure for the Chairman and Members of PFRDA?,"A Government servant, if appointed as Chairman, shall receive pay as admissible to the Secretary to the Government of India, or such higher pay as decided by the Government.",nps.pdf,173
1352,1352,What allowance are the Chairperson and Members entitled to apart from LTC and DA?,"The Chairperson and Members shall also be entitled to the facility of temporary government accommodation in guest houses/inspection bungalows under the control of the central government, wherever applicable, on payment of normal rent at outstations.",nps.pdf,249
1353,1353,What should be the status of Chairperson and Members in terms of protocol?,The Chairperson and Members would not be accorded Ministerial status and the previous status of the appointee shall not be treated as a precedent for determining the status accorded to the Chairperson/Member.,nps.pdf,208
1354,1354,"Under the Pension Fund Regulatory and Development Authority, are there any specific requirements for Government employees’ pension accounts?","Yes, government employees should have a tier I pension account which is non-withdrawable.",nps.pdf,89
1355,1355,Is the new pension system applicable to all government employees?,"No, the new pension system is mandatory for new recruits to the central government service from 1st January 2004 (except the armed forces in the first stage).",nps.pdf,158
1356,1356,What is the sumptuary allowance that the Chairperson and Members are entitled to?,The Chairperson and Members would be entitled to Sumptuary Allowance as decided by the government.,nps.pdf,98
1357,1357,What is the new contribution rate for government employees under the National Pension System (NPS)?,The new contribution rate for government employees under the NPS is 10% of the Basic Pay plus Dearness Allowance (DA) to be paid by the employee and 14% of the Basic Pay plus DA by the Central Government.,nps.pdf,204
1358,1358,What is the choice of pension fund available to government subscribers under the NPS?,"Government subscribers may choose any one of the pension funds including private sector pension funds, and they could change their option once in a year. However, the current provision of combination of the Public-Sector Pension Funds will be available as the default option for both existing as well as new government subscribers.",nps.pdf,331
1359,1359,What are the options for investment choices available to government employees under the NPS?,Government employees may choose from the following options: (a) the existing scheme in which funds are allocated by the PFRDA among the three Public Sector Undertaking fund managers based on their past performance; (b) 100% investment in Government securities (Scheme G); (c) Conservative Life Cycle Fund with maximum exposure to equity capped at 25% - LC-25; and (d) Moderate Life Cycle Fund with maximum exposure to equity capped at 50% - LC-50.,nps.pdf,447
1360,1360,What is the provision for implementation of choices to the legacy corpus under the NPS?,"For the present, change in the Pension Funds or investment pattern may be allowed in respect of incremental flows only. PFRDA may draw up a scheme for transfer of accumulated corpus as per new choices of government subscribers in a reasonable time frame of say five years.",nps.pdf,272
1361,1361,What is the compensation for non-deposit or delayed deposit of contributions during 2004-2012 under the NPS?,"In all cases where the NPS contributions were deducted from the salary of the government employee but the amount was not remitted to CRA system or was remitted late, the amount may be credited to the NPS account of the employee along with interest for the period from the date on which the deductions were made till the date the amount was credited to the NPS account of the employee, as per the rates applicable to GPF from time to time, compounded annually.",nps.pdf,459
1362,1362,What is the provision for part-time members of the Pension Fund Regulatory and Development Authority (PFRDA) regarding meeting allowance?,"A part-time member shall be entitled to receive an allowance of twenty thousand rupees only, for a meeting of the Authority attended by him. However, where a government officer is appointed as a part-time member, he shall not be paid any allowance for attending a meeting of the Authority.",nps.pdf,289
1363,1363,What is the provision for part-time members of the PFRDA regarding conveyance allowance?,"A part-time member shall, for attending a meeting of the Authority, be reimbursed Air-conditioned taxi charges of upto fifty kilometers or the actual expenses incurred by him, whichever is less and the reimbursement shall be claimed on self-certification basis, in case conveyance has not been provided by the Authority.",nps.pdf,320
1364,1364,"What is the provision for part-time members of the PFRDA regarding travelling allowance, daily allowance, and accommodation?","In case a part-time member called upon to go out of the ordinary place of his residence for discharging his duties as such member, he shall be entitled to travelling allowance, daily allowance, and accommodation at the same rate as applicable to a whole-time member of the Authority.",nps.pdf,283
1365,1365,What is the provision for part-time members of the PFRDA regarding official tours outside India?,"Tours outside India to be undertaken by the part-time members shall require prior approval of the Minister-in-charge of the Ministry of Finance and of the Screening Committee of the Secretaries and clearance from the Ministry of External Affairs from political angle and from the Ministry of Home Affairs for acceptance of foreign hospitality, if any, under the provisions of the Foreign Contribution (Regulation) Act, 2010 or any other law for the time being in force.",nps.pdf,469
1366,1366,What is the provision for part-time members of the PFRDA regarding oath of office and secrecy?,"A part-time member shall, before entering upon his office, subscribe to an oath of office and an oath of secrecy. The oath of office and the oath of secrecy shall be administered in Form I and Form II annexed to these rules.",nps.pdf,224
1367,1367,What is the purpose of the oath of secrecy for the part-time member of the Pension Fund Regulatory and Development Authority?,"The oath of secrecy is to ensure that the part-time member does not directly or indirectly communicate or reveal any matter that comes under their consideration or becomes known to them, except as may be required for the due discharge of their duties.",nps.pdf,251
1368,1368,"What is the time limit for filing an appeal under the Pension Fund Regulatory and Development Authority (Appeal to Securities Appellate Tribunal) Rules, 2014?",Every appeal shall be filed within a period of forty-five days from the date on which a copy of the order against which the appeal is filed is received by the appellant.,nps.pdf,169
1369,1369,What is the procedure for presenting a memorandum of appeal to the Appellate Tribunal?,"A memorandum of appeal shall be presented in the prescribed form to the registrar of the Appellate Tribunal within whose jurisdiction the case falls, or shall be sent by registered post addressed to the registrar.",nps.pdf,213
1370,1370,What is the language of the Appellate Tribunal proceedings?,"The proceedings of the Appellate Tribunal shall be conducted in English or Hindi, and no appeal, application, representation, document, or other matters contained in any language other than English or Hindi shall be accepted unless accompanied by a true copy of the translation in English or Hindi.",nps.pdf,298
1371,1371,What is the format for filing an appeal before the Appellate Tribunal?,"Every appeal, application, reply, representation, or document filed before the Appellate Tribunal shall be typewritten, cyclostyled, or printed neatly and legibly on one side of good quality paper of foolscap size in double space, and separate sheets shall be stitched together, and every page shall be consecutively numbered.",nps.pdf,326
1372,1372,What is the fee payable for filing an appeal against adjudication orders made under the Act?,"The amount of fee payable shall be as follows: (1) Less than rupees ten thousand - Rs. 500, (2) Rupees ten thousand or more but less than one lakh - Rs. 1200, (3) Rupees one lakh or more - Rs. 1200 plus Rs. 500 for every additional one lakh of penalty or fraction thereof, subject to a maximum of Rs. 1,50,000.",nps.pdf,310
1373,1373,Can an appeal be filed after the expiry of the time limit of forty-five days?,"Yes, the Appellate Tribunal may entertain an appeal after the expiry of the said period of forty-five days if it is satisfied that there was sufficient cause for not filing it within that period.",nps.pdf,195
