,question,answer,source
273,What is the purpose of Article 96 of the Regulation?,"Article 96 states that Directive 2001/20/EC is repealed as from the date referred to in the second paragraph of Article 99, and references to Directive 2001/20/EC shall be construed as references to this Regulation and shall be read in accordance with the correlation table laid down in Annex VII.",CELEX_32014R0536_EN_TXT.pdf
274,What is the purpose of Article 97 of the Regulation?,"Article 97 states that five years after the date referred to in the second paragraph of Article 99, and every five years thereafter, the Commission shall present a report to the European Parliament and to the Council on the application of this Regulation, including an assessment of the impact that the Regulation has had on scientific and technological progress.",CELEX_32014R0536_EN_TXT.pdf
275,What is the purpose of Article 98 of the Regulation?,"Article 98 states that by way of derogation from Article 96(1) of this Regulation, where the request for authorization of a clinical trial has been submitted before the date referred to in the second paragraph of Article 99 of this Regulation pursuant to Directive 2001/20/EC, that clinical trial shall continue to be governed by that Directive until three years from that date.",CELEX_32014R0536_EN_TXT.pdf
276,What is the purpose of Annex I of the Regulation?,"Annex I sets out the requirements for the application dossier for the initial application, including the introduction and general principles, cover letter, EU application form, protocol, and other supporting documents.",CELEX_32014R0536_EN_TXT.pdf
277,What information must be included in the cover letter of the application dossier?,"The cover letter must specify the EU trial number and the universal trial number, and draw attention to any features which are particular to the clinical trial, including specific features of the clinical trial population, whether the clinical trial involves the first administration of a new active substance to humans, and whether scientific advice relating to the clinical trial or the investigational medicinal product has been given by the Agency, a Member State or a third country.",CELEX_32014R0536_EN_TXT.pdf
278,What is the purpose of the protocol in the application dossier?,"The protocol must describe the objective, design, methodology, statistical considerations, purpose, and organization of the clinical trial, and must be identified by the title of the clinical trial, the EU trial number, the sponsor's protocol code number, and the date and number of the version.",CELEX_32014R0536_EN_TXT.pdf
279,What information should be included in the protocol regarding the dosage and administration of investigational medicinal products?,"A description of, and justification for, the dosage, the dosage regime, the route and mode of administration, and the treatment period for all investigational medicinal products and auxiliary medicinal products.",CELEX_32014R0536_EN_TXT.pdf
280,What information should be included in the protocol regarding the authorization of investigational medicinal products?,"A statement of whether the investigational medicinal products and auxiliary medicinal products used in the clinical trial are authorized; if authorized, whether they are to be used in the clinical trial in accordance with the terms of their marketing authorizations, and, if not authorized, a justification for the use of non-authorized auxiliary medicinal products in the clinical trial.",CELEX_32014R0536_EN_TXT.pdf
281,What information should be included in the protocol regarding the groups and subgroups of subjects participating in the clinical trial?,"A description of the groups and subgroups of the subjects participating in the clinical trial, including, where relevant, groups of subjects with specific needs, for example, age, gender, participation of healthy volunteers, subjects with rare and ultra-rare diseases.",CELEX_32014R0536_EN_TXT.pdf
282,What information should be included in the protocol regarding the statistical methods to be employed?,"A description of the statistical methods to be employed, including, if relevant, timing of any planned interim analysis and the number of subjects planned to be enrolled, reasons for choice of sample size, calculations of the power of the clinical trial and clinical relevance, the level of significance to be used, criteria for the termination of the clinical trial, and procedures for accounting for missing, unused, and spurious data and for reporting any deviation from the original statistical plan.",CELEX_32014R0536_EN_TXT.pdf
283,What information should be included in the protocol regarding the subject inclusion and exclusion criteria?,"A description of the subject inclusion and exclusion criteria, including criteria for withdrawing individual subjects from treatment or from the clinical trial.",CELEX_32014R0536_EN_TXT.pdf
284,What information should be included in the protocol regarding the procedures for monitoring subject compliance?,"A description of procedures for monitoring subject compliance, if applicable.",CELEX_32014R0536_EN_TXT.pdf
285,What information should be included in the protocol regarding the arrangements for taking care of subjects after their participation in the clinical trial has ended?,"A description of the arrangements for taking care of the subjects after their participation in the clinical trial has ended, where such additional care is necessary because of the subjects' participation in the clinical trial and where it differs from that normally expected for the medical condition in question.",CELEX_32014R0536_EN_TXT.pdf
286,What information should be included in the protocol regarding the publication policy?,A description of the publication policy.,CELEX_32014R0536_EN_TXT.pdf
287,What information should be included in the protocol regarding the protection of personal data?,"A description of the arrangements to comply with the applicable rules on the protection of personal data, in particular organizational and technical arrangements that will be implemented to avoid unauthorized access, disclosure, dissemination, alteration or loss of information and personal data processed.",CELEX_32014R0536_EN_TXT.pdf
288,What information should be included in the protocol regarding the procedures for reporting adverse events?,"A description of the procedures for eliciting and recording adverse events by the investigator, and the reporting of relevant adverse events by the investigator to the sponsor, and the reporting of suspected unexpected serious adverse reactions by the sponsor to the Eudravigilance database.",CELEX_32014R0536_EN_TXT.pdf
289,What should be included in the 'Reference Safety Information' (RSI) section of the Investigational Brochure (IB) if it is not a Summary of Product Characteristics (SmPC)?,"The RSI should contain product information on the investigational medicinal product, including how to determine what adverse reactions are to be considered as expected adverse reactions, and on the frequency and nature of those adverse reactions.",CELEX_32014R0536_EN_TXT.pdf
290,What documentation needs to be submitted for compliance with Good Manufacturing Practice (GMP) for the investigational medicinal product?,"If the investigational medicinal product is not authorized and does not have a marketing authorization from a third country that is party to the International Conference on Harmonisation of Technical Requirements for Registration of Pharmaceuticals for Human Use (ICH), and is not manufactured in the Union, the following documentation shall be submitted: a copy of the authorization referred to in Article 61, and certification by the qualified person in the Union that the manufacturing complies with GMP at least equivalent to the GMP in the Union.",CELEX_32014R0536_EN_TXT.pdf
291,What is the purpose of the Investigational Medicinal Product Dossier (IMPD)?,"The IMPD shall give information on the quality of any investigational medicinal product, the manufacture and control of the investigational medicinal product, and data from non-clinical studies and from its clinical use.",CELEX_32014R0536_EN_TXT.pdf
292,How should the IMPD be structured?,"Each section of the IMPD shall be prefaced with a detailed table of contents and a glossary of terms. The information in the IMPD shall be concise and presented in a logical structure, such as that of the ICH Common Technical Document format.",CELEX_32014R0536_EN_TXT.pdf
293,What data should be included in the IMPD for non-clinical pharmacology and toxicology studies?,"The IMPD shall contain summaries of non-clinical pharmacology and toxicology data for any investigational medicinal product used in the clinical trial, including a reference list of studies conducted and appropriate literature references. The summaries of the studies conducted shall allow an assessment of the adequacy of the study and whether the study has been conducted according to an acceptable protocol.",CELEX_32014R0536_EN_TXT.pdf
294,What is the purpose of the 'Simplified IMPD'?,"The Simplified IMPD allows the applicant to refer to other documentation submitted alone or with a simplified IMPD, such as the Investigator's Brochure (IB) or the Summary of Product Characteristics (SmPC), instead of submitting a full IMPD.",CELEX_32014R0536_EN_TXT.pdf
295,What information should be included in the Simplified IMPD?,"The Simplified IMPD should include data, preferably in tables, providing sufficient detail to allow assessors to reach a decision on the potential toxicity of the investigational medicinal product and the safety of its use in the proposed clinical trial.",CELEX_32014R0536_EN_TXT.pdf
296,Can the IMPD be replaced by a Summary of Product Characteristics (SmPC)?,"Yes, the IMPD can be replaced by a SmPC if the investigational medicinal product is authorized and the SmPC is valid at the time of application.",CELEX_32014R0536_EN_TXT.pdf
297,What information should be included in the IMPD for previous clinical trials and human experience?,"The IMPD should include summaries of all available data from previous clinical trials and human experience with the investigational medicinal product, as well as a statement of compliance with good clinical practice of those previous clinical trials.",CELEX_32014R0536_EN_TXT.pdf
298,What is the purpose of the 'Overall Risk and Benefit Assessment' section of the IMPD?,The Overall Risk and Benefit Assessment section should provide a brief integrated summary that critically analyzes the non-clinical and clinical data in relation to the potential risks and benefits of the investigational medicinal product in the proposed clinical trial.,CELEX_32014R0536_EN_TXT.pdf
299,What documentation requirements apply to auxiliary and medicinal products?,"The documentation requirements set out in sections F and G shall also apply to auxiliary and medicinal products. However, where the auxiliary and medicinal product is authorized in the Member State concerned, no additional information is required.",CELEX_32014R0536_EN_TXT.pdf
300,What information should be submitted regarding scientific advice and pediatric investigation plans (PIPs)?,"A copy of the summary of scientific advice of the Agency, or of any Member State or third country, with regard to the clinical trial shall be submitted. If the clinical trial is part of an agreed PIP, a copy of the Agency's decision on the agreement on the PIP, and the opinion of the Paediatric Committee, unless these documents are fully accessible via the internet shall be submitted.",CELEX_32014R0536_EN_TXT.pdf
301,What information should be provided regarding the labeling of investigational medicinal products?,A description of the content of the labeling of the investigational medicinal product in accordance with Annex VI shall be provided.,CELEX_32014R0536_EN_TXT.pdf
302,What information should be submitted regarding recruitment arrangements?,"Unless described in the protocol, a separate document shall describe in detail the procedures for inclusion of subjects and shall provide a clear indication of what the first act of recruitment is. Where the recruitment of subjects is done through advertisement, copies of the advertising material shall be submitted, including any printed materials, and audio or visual recordings.",CELEX_32014R0536_EN_TXT.pdf
303,"What information should be submitted regarding subject information, informed consent forms, and informed consent procedures?","All information given to the subjects (or, where applicable, to their legally designated representatives) before their decision to participate or abstain from participation shall be submitted together with the form for written informed consent, or other alternative means according to Article 29(1) for recording informed consent.",CELEX_32014R0536_EN_TXT.pdf
304,What information should be submitted regarding the suitability of investigators?,"A list of the planned clinical trial sites, the name and position of the principal investigators and the planned number of subjects at the sites shall be submitted. A description of the qualification of the investigators in a current curriculum vitae and other relevant documents shall be submitted.",CELEX_32014R0536_EN_TXT.pdf
305,What information should be submitted regarding the suitability of facilities?,"A duly justified written statement on the suitability of the clinical trial sites adapted to the nature and use of the investigational medicinal product and including a description of the suitability of facilities, equipment, human resources, and description of expertise, issued by the head of the clinic/institution at the clinical trial site or by some other responsible person, according to the system in the Member State concerned, shall be submitted.",CELEX_32014R0536_EN_TXT.pdf
306,What information should be submitted regarding proof of insurance or indemnification?,"Proof of insurance, a guarantee, or a similar arrangement shall be submitted, if applicable.",CELEX_32014R0536_EN_TXT.pdf
307,What information should be submitted regarding financial and other arrangements?,A brief description of the financing of the clinical trial. Information on financial transactions and compensation paid to subjects and investigators/site for participating in the clinical trial shall be submitted.,CELEX_32014R0536_EN_TXT.pdf
308,What information should be submitted regarding proof of payment?,"Proof of payment shall be submitted, if applicable.",CELEX_32014R0536_EN_TXT.pdf
309,What are the elements that need to be included when submitting an application for a substantial modification in a clinical trial?,"According to section F, the following elements need to be included: a justification for the changes sought in the application, possible consequences for subjects already included in the clinical trial, possible consequences for the evaluation of the results, documents related to changes to the informed consent procedure and information sheets, and a revised version of the EU application form if changes involve entries in the form.",CELEX_32014R0536_EN_TXT.pdf
310,What are the requirements for reporting suspected unexpected serious adverse reactions (SUSARs) by the sponsor to the Agency?,"According to section 2.2, the sponsor needs to provide information including a valid EU trial number, sponsor study number, identifiable coded subject, identifiable reporter, SUSA R, suspect investigational medicinal product, and causality assessment, as well as administrative information such as the sender's safety report unique identifier and receipt dates.",CELEX_32014R0536_EN_TXT.pdf
311,"When does the clock start for initial reporting of a SUSA R, and what happens if significant new information is received by the sponsor?","According to section 2.4, the clock for initial reporting starts as soon as the sponsor receives the initial information containing the minimum reporting criteria, and if significant new information is received, the clock starts again at day zero, and the new information needs to be reported as a follow-up report within 15 days.",CELEX_32014R0536_EN_TXT.pdf
312,What are the rules for unblinding treatment allocation in the course of a clinical trial?,"According to section 2.5, the investigator shall only unblind the treatment allocation of a subject if unblinding is relevant to the safety of the subject, and the sponsor shall only unblind the treatment allocation of the affected subject when reporting a SUSA R to the Agency, while maintaining the blind for other persons involved in the clinical trial.",CELEX_32014R0536_EN_TXT.pdf
313,What needs to be included in the annual safety report submitted by the sponsor?,"According to section 3, the report shall contain, in an appendix, the RSI in effect at the start of the reporting period.",CELEX_32014R0536_EN_TXT.pdf
314,"What happens if an event is potentially a SUSA R, and the blind needs to be broken for that subject only by the sponsor?","According to section 2.5, the sponsor shall break the blind for that subject only, while maintaining the blind for other persons responsible for the ongoing conduct of the clinical trial, data analysis, and interpretation of results.",CELEX_32014R0536_EN_TXT.pdf
315,What are the requirements for proof of payment of fees when submitting an application for a substantial modification?,"According to section G, proof of payment shall be submitted, if applicable.",CELEX_32014R0536_EN_TXT.pdf
316,What needs to be included in the revised version of the EU application form when submitting an application for a substantial modification?,"According to section F, the fields affected by the substantial modification shall be highlighted in the revised form.",CELEX_32014R0536_EN_TXT.pdf
317,"What happens if the initial report of a SUSA R is incomplete, and the sponsor has not provided all the information within seven days?","According to section 2.4, the sponsor shall submit a completed report based on the initial information within an additional eight days.",CELEX_32014R0536_EN_TXT.pdf
318,What are the requirements for reporting adverse events by the investigator to the sponsor?,"According to section 1, the investigator does not need to actively monitor subjects for adverse events once the clinical trial has ended with regard to the subjects treated by him, unless otherwise provided for in the protocol.",CELEX_32014R0536_EN_TXT.pdf
319,What information should be included in the summary of the results of a clinical trial?,"The summary of the results of a clinical trial should include information on the following elements: clinical trial identification, sponsor details, paediatric regulatory details, result analysis stage, general information about the clinical trial, population of subjects, subject disposition, baseline characteristics, endpoints, adverse events, and additional information.",CELEX_32014R0536_EN_TXT.pdf
320,What are the requirements for the labelling of unauthorised investigational medicinal products?,"The labelling of unauthorised investigational medicinal products should include the following particulars: name and address of the main contact, name of the substance and its strength or potency, pharmaceutical form, route of administration, quantity of dosage units, batch or code number identifying the contents and packaging operation, clinical trial reference code, subject identification number and/or treatment number, and period of use.",CELEX_32014R0536_EN_TXT.pdf
321,What are the requirements for the labelling of unauthorised auxiliary medicinal products?,"The labelling of unauthorised auxiliary medicinal products should include the following particulars: name of the main contact, name of the medicinal product, statement of the active substances, batch or code number identifying the contents and packaging operation, clinical trial reference code, directions for use, 'For clinical trial use only' or similar wording, storage conditions, and period of use.",CELEX_32014R0536_EN_TXT.pdf
322,"Can the particulars listed in sections A, B and C be omitted from the label of a product?","Yes, the particulars listed in sections A, B and C, other than those listed in paragraph 9, may be omitted from the label of a product and made available by other means, provided that the safety of the subject and the reliability and robustness of data are not compromised. This should be justified in the protocol.",CELEX_32014R0536_EN_TXT.pdf
323,What information should be included in the summary of the results of a clinical trial for laypersons?,"The summary of the results of a clinical trial for laypersons should include information on the following elements: clinical trial identification, name and contact details of the sponsor, general information about the clinical trial, population of subjects, investigational medicinal products used, description of adverse reactions and their frequency, overall results of the clinical trial, comments on the outcome of the clinical trial, indication if follow-up clinical trials are foreseen, and indication where additional information could be found.",CELEX_32014R0536_EN_TXT.pdf
324,What are the requirements for the labelling of authorised investigational medicinal products?,"The labelling of authorised investigational medicinal products should include the following particulars: name of the main contact, clinical trial reference code, and 'For clinical trial use only' or similar wording.",CELEX_32014R0536_EN_TXT.pdf
325,What are the requirements for the limited labelling of immediate packaging?,"The limited labelling of immediate packaging should include the following particulars: name of the main contact, pharmaceutical form, route of administration, quantity of dosage units, batch or code number identifying the contents and packaging operation, clinical trial reference code, subject identification number and/or treatment number, and period of use.",CELEX_32014R0536_EN_TXT.pdf
326,What are the requirements for the labelling of small immediate packaging?,"The labelling of small immediate packaging should include the following particulars: name of the main contact, route of administration, batch or code number identifying the contents and packaging operation, clinical trial reference code, subject identification number and/or treatment number, and period of use.",CELEX_32014R0536_EN_TXT.pdf
327,What information should be included in the baseline characteristics section of the summary of the results of a clinical trial?,"The baseline characteristics section of the summary of the results of a clinical trial should include information on the following elements: age, gender, and study-specific characteristics (optional).",CELEX_32014R0536_EN_TXT.pdf
328,What are the requirements for the reporting of adverse events in a clinical trial?,"The reporting of adverse events in a clinical trial should include the following information: adverse events information, adverse event reporting group, serious adverse events, and non-serious adverse events.",CELEX_32014R0536_EN_TXT.pdf
329,What are the particulars that shall not be omitted from the label of a product according to paragraph 9 of the regulation?,"The particulars referred to in paragraph 1, points (b), (c), (d), (f), (j), and (k); paragraph 4, points (b), (c), (e), and (f); paragraph 5, points (b), (c), (e), and (f); and paragraph 6, points (b), (d), (e), (h), and (i).",CELEX_32014R0536_EN_TXT.pdf
330,What is the correlation between Article 1(1) of Directive 2001/20/EC and the current regulation?,"Article 1(1) of Directive 2001/20/EC corresponds to Article 1 and Article 2(1) and (2) points (1), (2), and (4) of the current regulation.",CELEX_32014R0536_EN_TXT.pdf
331,What is the correlation between Article 3(2) of Directive 2001/20/EC and the current regulation?,"Article 3(2) of Directive 2001/20/EC corresponds to Articles 4, 28, 29, and 76 of the current regulation.",CELEX_32014R0536_EN_TXT.pdf
332,What is the correlation between Article 10(a) of Directive 2001/20/EC and the current regulation?,Article 10(a) of Directive 2001/20/EC corresponds to Articles 15 to 24 of the current regulation.,CELEX_32014R0536_EN_TXT.pdf
333,What is the correlation between Article 13(1) of Directive 2001/20/EC and the current regulation?,Article 13(1) of Directive 2001/20/EC corresponds to Article 61(1) to (4) of the current regulation.,CELEX_32014R0536_EN_TXT.pdf
334,What is the correlation between Article 15(1) of Directive 2001/20/EC and the current regulation?,"Article 15(1) of Directive 2001/20/EC corresponds to Article 78(1), (2), and (5) of the current regulation.",CELEX_32014R0536_EN_TXT.pdf
335,What is the correlation between Article 17(1)(a) to (c) of Directive 2001/20/EC and the current regulation?,Article 17(1)(a) to (c) of Directive 2001/20/EC corresponds to Article 42 of the current regulation.,CELEX_32014R0536_EN_TXT.pdf
336,"What is the correlation between Article 19, first paragraph, first sentence of Directive 2001/20/EC and the current regulation?","Article 19, first paragraph, first sentence of Directive 2001/20/EC corresponds to Article 75 of the current regulation.",CELEX_32014R0536_EN_TXT.pdf
337,"What is the correlation between Article 19, second paragraph of Directive 2001/20/EC and the current regulation?","Article 19, second paragraph of Directive 2001/20/EC corresponds to Article 92 of the current regulation.",CELEX_32014R0536_EN_TXT.pdf
338,What is the correlation between Article 21 of Directive 2001/20/EC and the current regulation?,Article 21 of Directive 2001/20/EC corresponds to Article 88 of the current regulation.,CELEX_32014R0536_EN_TXT.pdf
