,question,answer,source,length
1656,What notice period is required before an inspection can be ordered by the Authority?,"The Authority shall give not less than ten days notice to the retirement adviser before ordering an inspection, unless it is satisfied that in the interest of the subscribers no such notice should be given.",nps.pdf,206
1657,What are the obligations of a retirement adviser during an inspection?,"The retirement adviser shall produce to the inspecting authority such books, accounts, and other documents in its custody or control, and furnish him with such statements and information as the inspecting authority may require for the purposes of inspection.",nps.pdf,258
1658,What powers does the inspecting authority have during an inspection?,"The inspecting authority has the power to examine on oath and record the statement of any employees, directors, partners, or person responsible for or connected with the activities of the retirement adviser, and may obtain authenticated copies of documents, books, accounts of the retirement adviser.",nps.pdf,300
1659,What is the procedure for submitting an inspection report to the Authority?,"The inspecting authority shall, as soon as possible, on completion of the inspection, submit an inspection report to the Authority, and may submit an interim report if directed to do so by the Authority.",nps.pdf,203
1660,What actions can the Authority take after considering an inspection report?,"The Authority may issue such directions as it deems fit for the orderly growth of the National Pension System or the subscribers, including requiring a retirement adviser not to provide retirement advice for a particular period, or prohibiting the retirement adviser from operating as a Retirement adviser for such period as may be specified.",nps.pdf,342
1661,Under what circumstances can the Authority cancel or suspend the certificate of registration of a retirement adviser?,"The Authority may cancel or suspend the certificate of registration of a retirement adviser if it fails to comply with any of the terms and conditions subject to which a certificate of registration has been granted, or contravenes any of the provisions of the Act or the rules or regulations made thereunder.",nps.pdf,308
1662,What are the grounds for cancellation or suspension of a retirement adviser's certificate of registration?,"The grounds for cancellation or suspension of a retirement adviser's certificate of registration include failure to comply with terms and conditions, contravention of provisions of the Act or rules, voluntary application for withdrawal, appointment of a receiver or administrator, and breach of representations or warranties.",nps.pdf,325
1663,Can the Authority direct a retirement adviser to refund fees or charges to subscribers?,"Yes, the Authority may direct a retirement adviser to refund any money collected as fees, charges, or otherwise to the concerned subscribers along with the requisite interest and compensation, in case of any loss caused to the subscriber(s) by an act of commission or omission on the part of the Retirement Adviser.",nps.pdf,315
1664,What is the procedure for varying or modifying the terms and conditions of a retirement adviser's certificate of registration?,"The Authority may, instead of cancelling or suspending or withdrawing the certificate of registration, direct for varying or modifying the terms and conditions of the certificate of registration, as it deems fit for the orderly growth of the National Pension System or the subscribers.",nps.pdf,285
1665,What is the procedure for cancellation or suspension of registration of a retirement adviser?,The Authority may cancel or suspend the registration of a retirement adviser after giving a reasonable opportunity of being heard. The retirement adviser shall be given a notice specifying the grounds for cancellation or suspension and shall be given an opportunity to make a representation.,nps.pdf,291
1666,What are the consequences of suspension or cancellation of registration of a retirement adviser?,"On suspension or cancellation of registration, the retirement adviser shall cease to transact fresh business, take action in respect of assets and records, transfer assets and records to another retirement adviser, and be subject to the directions of the Authority.",nps.pdf,265
1667,Who can appoint a designated authority to investigate a retirement adviser?,The designated member of the Authority can appoint an officer not below the rank of a Chief General Manager as a designated authority to investigate a retirement adviser.,nps.pdf,170
1668,What is the procedure for issuing a notice to a retirement adviser for contravention of regulations?,"The designated authority shall issue a notice to the retirement adviser specifying the contravention alleged to have been committed, and the notice shall be accompanied by copies of documents relied on and extracts of relevant portions of documents.",nps.pdf,249
1669,What is the time limit for a retirement adviser to submit a written representation in response to a notice?,"The noticee shall submit a written representation within 21 days from the date of service of the notice, and the designated authority may extend the time limit for sufficient grounds shown by the noticee.",nps.pdf,204
1670,What are the possible actions that can be taken against a retirement adviser for default?,"The designated authority may recommend suspension of certificate of registration, cancellation of certificate of registration, prohibiting the noticee from taking up new assignments, debarring the principal officer, imposing conditions or restrictions, or warning the noticee.",nps.pdf,276
1671,What is the procedure for passing an order based on the recommendation of the designated authority?,"The designated member shall consider the report and issue a show-cause notice to the noticee, and after considering the representation, if any, shall pass an order within 120 days from the date of receipt of the reply or hearing.",nps.pdf,229
1672,How is an order passed by the designated member communicated to the retirement adviser?,"A copy of the order shall be sent to the retirement adviser and placed on the website of the Authority, and the order shall be dated and signed.",nps.pdf,144
1673,What is the procedure for imposition of penalty on a retirement adviser?,"The imposition of penalty shall be in accordance with the provisions of the Act and the Pension Fund Regulatory and Development Authority (Procedure for Inquiry by Adjudicating Officer) Regulations, 2015.",nps.pdf,204
1674,What is the appeal process for a retirement adviser aggrieved by an order?,The retirement adviser or any person concerned can appeal to the Securities Appellate Tribunal against the order within the time limit specified in the Act.,nps.pdf,156
1675,"What is the purpose of the Authority's power to alter, modify and overrule any decision, action taken by the body or body corporate recognized under regulation 16?","The Authority has the right to alter, modify and overrule any decision, action taken by the body or body corporate recognized under regulation 16 in order to ensure the proper management of retirement advisers and to protect the interests of subscribers.",nps.pdf,254
1676,What is the procedure for issuing directions by the Authority under regulation 42?,"The Authority may issue directions without prejudice to any order that may be issued under these regulations, but before issuing any directions, the Authority shall give to the persons concerned a reasonable opportunity of being heard. However, in urgent cases, the Authority may give a reasonable opportunity of being heard after passing the direction without undue delay.",nps.pdf,373
1677,What is the purpose of Form A in the First Schedule of the regulations?,"Form A is meant for use by the applicant for grant of certificate of registration as a retirement adviser, and the applicant should complete this form and submit it along with all supporting documents to the Authority at its head office in New Delhi.",nps.pdf,250
1678,What are the requirements for submitting an application for registration as a retirement adviser?,"The application must be complete in all respects, and all information must be legible and all the pages must be numbered with signature/stamp on each page of the form. The application must also be accompanied by an application fee as specified in the Second Schedule to these regulations.",nps.pdf,288
1679,Can an application for registration as a retirement adviser be submitted online?,"Yes, the application form for retirement advisers with all required documents can also be submitted online with e-signature, but the Authority may seek submission of physical copy of any document at any time, including after issuance of registration certificate.",nps.pdf,262
1680,What is the purpose of the declaration by the applicant regarding its representatives' compliance with certification and qualification requirements under regulation 7?,"The declaration is to ensure that the applicant's representatives currently comply with the certification and qualification requirements under regulation 7, and that the applicant shall ensure that its representatives comply with these requirements at all times.",nps.pdf,262
1681,"What are the requirements for a proprietorship firm, partnership firm, or limited liability partnership to apply for registration as a retirement adviser?","The firm must provide the name of the proprietor, names and beneficial ownership pattern of the partners engaged/proposed to engage in retirement advice, and also provide proof of the proprietor's or partners' professional qualification or post-graduate degree or post graduate diploma in finance, accountancy, business management, commerce, economics, capital market, banking, insurance or actuarial science.",nps.pdf,409
1682,What is the purpose of the net worth certificate by a chartered accountant required for registration as a retirement adviser?,The net worth certificate is to provide proof of the applicant's financial stability and ability to carry on the activity of a retirement adviser.,nps.pdf,146
1683,What is the purpose of the declaration by the applicant regarding its employees and agents who render/proposed to render retirement advice under these regulations?,"The declaration is to provide information about the applicant's representatives who will be rendering/proposed to render retirement advice under these regulations, and to ensure that they comply with the certification and qualification requirements under regulation 7.",nps.pdf,268
1684,What are the requirements for an individual to apply for registration as a retirement adviser?,"The individual must provide their name, permanent address, address for correspondence, principal place of business, telephone number, fax number, e-mail address, and educational qualification along with supporting documents, and also provide proof of their professional qualification or post-graduate degree or post graduate diploma in finance, accountancy, business management, commerce, economics, capital market, banking, insurance or actuarial science.",nps.pdf,456
1685,What is the purpose of the declaration statement in the application for grant of certificate of registration as a Retirement Adviser?,"The declaration statement is to ensure that the applicant agrees to comply with, and be bound by, the Pension Fund Regulatory and Development Authority Act, 2013 and the rules and regulations made thereunder, including the Pension Fund Regulatory and Development Authority (Retirement Advisers) Regulations, 2016.",nps.pdf,313
1686,What information should be provided by the applicant in the application form regarding settled and pending disputes in the last 5 years?,"The applicant should provide details of all settled and pending disputes in the last 5 years, including the nature of the dispute, the parties involved, and the current status of the dispute.",nps.pdf,191
1687,"Can a retirement adviser offer distribution or execution services to its subscribers, and what declaration should be provided if it does so?","Yes, a retirement adviser can offer distribution or execution services to its subscribers, but it must provide a declaration that such services are being offered through a subsidiary or separately identifiable department or division.",nps.pdf,233
1688,What is the purpose of the credit report/score from CIBIL required to be submitted by the applicant?,The credit report/score from CIBIL is required to be submitted by the applicant to enable the Authority to assess the applicant's creditworthiness and ability to meet its obligations as a retirement adviser.,nps.pdf,207
1689,What declaration should be made by the applicant regarding obtaining consideration from any person other than the subscriber being advised?,"The applicant should make a declaration that it shall not obtain any consideration by way of remuneration or compensation or any other form whatsoever, from any person other than the subscriber being advised, in respect of the underlying products or securities for which advice is provided to the subscriber.",nps.pdf,308
1690,How often should the registration/renewal fee be paid by individual applicants?,The registration/renewal fee should be paid by individual applicants at the time of grant of or renewal of certificate by the Authority.,nps.pdf,136
1691,Can the quantum of fee under the schedule be revised by the Authority?,"Yes, the Authority may revise the quantum of fee under the schedule from time to time by issuing appropriate circulars, directions, or notifications.",nps.pdf,149
1692,What should be done with the registration number assigned to the retirement adviser?,The registration number assigned to the retirement adviser should be kept valid until the specified date.,nps.pdf,105
1693,What declaration should be made by the applicant regarding being a fit and proper person?,"The applicant should make a declaration that it, its representatives, and partners, if any, are fit and proper persons based on the criteria specified by the Pension Fund Regulatory and Development Authority.",nps.pdf,208
1694,"What should be the mode of payment of the application fee, registration fee, and renewal fee?","The application fee, registration fee, and renewal fee should be paid by a demand draft in favour of 'PENSION FUND REGULATORY AND DEVELOPMENT AUTHORITY' payable at New Delhi, or as specified by the Authority from time to time.",nps.pdf,226
1695,"What is the purpose of the Pension Fund Regulatory and Development Authority (Subscriber Education and Protection Fund) Regulations, 2015?","The regulations aim to provide for the establishment of a fund to be utilized towards protection of the interest of the subscribers and for promoting, educating and creating awareness among subscribers in relation to pension, retirement saving and related issues.",nps.pdf,263
1696,"What is the role of a retirement adviser as per the PFRDA (Retirement Adviser) Regulations, 2016?","A retirement adviser shall act with integrity, honesty, fairness and in the best interests of its subscribers and for orderly growth of National Pension System and pension sector at all times.",nps.pdf,192
1697,"What is the Individual Risk Profiling Sheet used for in the PFRDA (Retirement Adviser) Regulations, 2016?","The Individual Risk Profiling Sheet is used to assess the risk profile of an individual subscriber, taking into account their financial situation, investment experience, and retirement objectives.",nps.pdf,196
1698,What is the responsibility of senior management in a body corporate registered as a retirement adviser?,The senior management of a body corporate which is registered as a retirement adviser shall bear the primary responsibility for ensuring the maintenance of appropriate standards of conduct and adherence to proper procedures by the body corporate.,nps.pdf,246
1699,What is the purpose of the Subscriber Education and Protection Fund (SEPF) established by the Authority?,"The SEPF is established to promote the interest of subscribers and to educate and create awareness among subscribers in relation to pension, retirement saving and related issues.",nps.pdf,178
1700,"What is the definition of 'Other Pension Scheme' in the Pension Fund Regulatory and Development Authority (Subscriber Education and Protection Fund) Regulations, 2015?",'Other Pension Scheme' means pension scheme referred to in clause (b) of sub-section (1) of Section 12 of the Act.,nps.pdf,114
1701,"What is the code of conduct for a retirement adviser as per the PFRDA (Retirement Adviser) Regulations, 2016?","A retirement adviser shall act with integrity, honesty, fairness, and in the best interests of its subscribers, and shall comply with all regulatory requirements applicable to the conduct of its business activities.",nps.pdf,215
1702,What is the declaration required from a subscriber in the Individual Risk Profiling Sheet?,The subscriber is required to declare that they have willingly provided the information and that it is confidential and for the purpose of estimating the Individual Investment Risk Profile only.,nps.pdf,194
1703,What is the role of the Advisory Committee constituted for subscribers' education and protection by the Authority?,"The Committee is responsible for advising the Authority on matters related to subscribers' education and protection, and for providing guidance on the utilization of the Subscriber Education and Protection Fund.",nps.pdf,211
1704,"What is the definition of 'Act' in the Pension Fund Regulatory and Development Authority (Subscriber Education and Protection Fund) Regulations, 2015?","'Act' means the Pension Fund Regulatory and Development Authority Act, 2013 (23 of 2013).",nps.pdf,89
1705,What is the purpose of the Subscriber Education and Protection Fund?,The Fund shall be utilised for the purpose of protection of subscribers’ interest and promotion of subscribers’ education and awareness in accordance with these regulations.,nps.pdf,173
1706,"Who constitutes the committee for recommending subscriber education, awareness and protection activities and for utilisation of the Fund?","The committee shall consist of the Executive Director of the Authority, two other officials of the Authority, and five other members who have expertise in financial market and experience in matters of subscriber grievance redressal or subscriber education.",nps.pdf,256
1707,What are the functions of the committee?,"The committee shall recommend activities relating to subscribers’ education, awareness and protection, including maintenance of records of each activity, submission of reports to the Authority, and planning for forthcoming quarter activities.",nps.pdf,242
1708,How often shall the committee meet?,"Meetings of the committee shall be convened at least once in a quarter by the convener or in his absence, by any member nominated by the convener, on his behalf.",nps.pdf,161
1709,Who shall bear the expenses of the committee members and invitees?,"The expenses of members who are officials of the Authority shall be borne by the Authority, while the expenses of members who are not officials of the Authority may be borne by the Fund.",nps.pdf,186
1710,How shall the accounts of the Fund be maintained and audited?,"The Authority shall ensure maintenance of proper and separate accounts and other relevant records in relation to the Fund, and the accounts shall be prepared and audited before the expiry of six months from the end of each financial year.",nps.pdf,238
1711,In what instruments can the Authority invest the Subscriber Education and Protection Fund corpus?,"The Authority may invest the Fund corpus in Central Government securities, deposits with scheduled commercial banks, liquid funds regulated by the Securities and Exchange Board of India with the highest credit rating from a recognised rating agency, or any other financial instruments deemed fit for investment by the Authority.",nps.pdf,328
1712,What is the term of office of the members of the committee?,"The term of office of the members referred to in clause (c) of sub-regulation (2) of regulation 6 shall be two years, which may be extended for a further period of two years.",nps.pdf,174
1713,Can the Authority dissolve and reconstitute the committee?,"Yes, the Authority may dissolve and reconstitute the committee if, at any time, the Authority is of the opinion that the committee is unable to discharge the functions and duties imposed on it by or under these regulations.",nps.pdf,223
1714,Who can exercise the powers of the Authority under these regulations?,The powers exercisable by the Authority under these regulations shall also be exercisable by any member or officer of the Authority to whom such powers are delegated by the Authority in accordance with Section 49 of the Act.,nps.pdf,224
1715,"What is the main objective of the Pension Fund Regulatory and Development Authority (Trustee Bank) Regulations, 2015?","The regulation aims to provide standards for the eligibility, governance, organization and operational conduct of the Trustee Bank and requiring it to establish internal system that delivers compliance with standards for internal organization and operational conduct, for protecting the interest of the subscribers.",nps.pdf,315
1716,What is the meaning of 'firewall' in the context of the regulations?,"Firewall means a system to prevent access to inside information of different segregated activities and resources among the key personnel of the Trustee Bank, the systems, back office, bank and securities accounts which must be segregated activity-wise.",nps.pdf,252
1717,Who is a 'principal officer' in the context of the regulations?,"Principal officer means any person who is responsible for the activities of a Trustee Bank and includes, (i) any whole-time director, executive director, managing director or Chief Executive Officer or Chief Financial Officer, in the case of a body corporate; (ii) any person designated as a principal officer by the board of directors; and (iii) any key managerial personnel or any person in accordance with whose directions or instructions the board of directors or any one or more of the directors is or are accustomed to act as such.",nps.pdf,537
1718,What is the meaning of 'Permanent Retirement Account Number' in the context of the regulations?,Permanent Retirement Account Number means a unique number allotted by the central recordkeeping agency to each subscriber under the schemes regulated or administered by the Authority.,nps.pdf,183
1720,What is the application fee for registration as a Trustee Bank?,"Every applicant shall pay a non-refundable application fee of rupees ten lakh, along with the application to the Authority.",nps.pdf,123
1721,What is the role of the Authority in the selection process for Trustee Bank?,"The Authority shall examine the eligibility of the applicants in terms of the provisions of the Act, rules and regulations, and any other criteria, so specified in the selection process to be undertaken, and any modifications in the criteria as may be specified by it from time to time.",nps.pdf,286
1722,Can a Trustee Bank continue to act as such without obtaining a certificate of registration?,"No, the Trustee Bank, which was appointed to function as such, by the Interim Pension Fund Regulatory and Development Authority, prior to establishment of the Authority under the Act, may continue to act as such for the unexpired period of its tenure of appointment, or any extension granted thereof by the Authority, provided however that such Trustee Bank shall make an application for grant of certificate of registration, within a period of ninety days from the notification of these regulations.",nps.pdf,500
1723,What is the meaning of 'nodal office' in the context of the regulations?,"Nodal office means the offices which act as interface between the subscribers and the central recordkeeping agency and includes the Government office like Principal Accounts Officer, Directorate of Treasuries and Accounts, Pay and Accounts Officer, District Treasury Office, Drawing and Disbursing Office as well as point of presence and a service provider in the un-organized sector, National Pension System-Lite oversight office and the National Pension System-Lite Accounting Office in the National Pension System-Lite sector.",nps.pdf,529
1724,What is the meaning of 'service-level standards' in the context of the regulations?,Service-level standards means standards defining the service quality and turnaround time for fulfilling the duties and responsibilities laid down for the Trustee Bank.,nps.pdf,167
1725,"What are the eligibility criteria for an applicant to be considered for the grant of a certificate of registration as a Trustee Bank under the PFRDA (Trustee Bank) Regulations, 2015?","The eligibility criteria for an applicant to be considered for the grant of a certificate of registration as a Trustee Bank under the PFRDA (Trustee Bank) Regulations, 2015 are: (a) the applicant should be a scheduled commercial bank; (b) the applicant should have a minimum net worth of Rs. 100 crores; (c) the applicant should have a minimum of 5 years of experience in providing cash management services; (d) all branches of the applicant should be networked; (e) the applicant should have a commitment to establish technological compatibility with the central recordkeeping agency or agencies; and (f) the applicant should have Cash Management Services business.",nps.pdf,666
1726,"What is the procedure for furnishing information and clarification by an applicant under the PFRDA (Trustee Bank) Regulations, 2015?","The procedure for furnishing information and clarification by an applicant under the PFRDA (Trustee Bank) Regulations, 2015 is that the Authority may require the applicant to furnish any further information or clarification, and the applicant shall furnish such information and clarification to the satisfaction of the Authority, within the time specified by the Authority.",nps.pdf,373
1727,"What is the process for verification of information by the Authority under the PFRDA (Trustee Bank) Regulations, 2015?","The process for verification of information by the Authority under the PFRDA (Trustee Bank) Regulations, 2015 is that the Authority may, if it so desires, verify the information in any manner, as deemed necessary, which may include physical verification of documents, office space, and infrastructure and technological support.",nps.pdf,327
1728,"What are the grounds for rejection of an application for grant of certificate of registration under the PFRDA (Trustee Bank) Regulations, 2015?","The grounds for rejection of an application for grant of certificate of registration under the PFRDA (Trustee Bank) Regulations, 2015 are: (a) if the application is not complete in all respects; (b) if the application is unaccompanied by the specified application fee or with relevant documents in support; (c) if the application contains incorrect, false, or misleading information.",nps.pdf,383
1729,"What is the procedure for grant of certificate of registration under the PFRDA (Trustee Bank) Regulations, 2015?","The procedure for grant of certificate of registration under the PFRDA (Trustee Bank) Regulations, 2015 is that the applicant shall submit an application in the format specified by the Authority, and the Authority shall grant a certificate of registration in the form specified in Schedule II, subject to the conditions specified in the regulations.",nps.pdf,349
1730,"What are the conditions for grant of certificate of registration under the PFRDA (Trustee Bank) Regulations, 2015?","The conditions for grant of certificate of registration under the PFRDA (Trustee Bank) Regulations, 2015 are: (a) the Trustee Bank shall obtain prior approval of the Authority for continuing to act as such Trustee Bank after any change in status or constitution; (b) the Trustee Bank shall pay the applicable fees; (c) the Trustee Bank shall at all times abide by the provisions of the Act, rules, regulations, directions, guidelines, and circulars; and (d) the Trustee Bank shall comply with the Code of conduct specified in Schedule I.",nps.pdf,537
1731,"What is the effect of refusal to grant a certificate of registration or expiry of a certificate under the PFRDA (Trustee Bank) Regulations, 2015?","The effect of refusal to grant a certificate of registration or expiry of a certificate under the PFRDA (Trustee Bank) Regulations, 2015 is that the Trustee Bank shall forthwith cease to act as such Trustee Bank, and transfer its amounts, records, and documents related to its activities with complete reconciliation to another Trustee Bank which has been granted a certificate for carrying on such activity.",nps.pdf,408
1732,"Can an applicant appeal against the rejection of its application for grant of certificate of registration under the PFRDA (Trustee Bank) Regulations, 2015?","No, the PFRDA (Trustee Bank) Regulations, 2015 do not provide for an appeal against the rejection of an application for grant of certificate of registration. However, the Authority may give the applicant an opportunity to remove the objection within a specified time before rejecting the application.",nps.pdf,300
1733,"What is the time limit for disposal of a request for prior approval under the PFRDA (Trustee Bank) Regulations, 2015?","The time limit for disposal of a request for prior approval under the PFRDA (Trustee Bank) Regulations, 2015 is sixty days from the date of receipt of the request, and where the decision of the Authority has not been communicated to the Trustee Bank within the said period, the prior approval shall be deemed to have been granted.",nps.pdf,330
1734,"What information shall be placed on the website by the Authority under the PFRDA (Trustee Bank) Regulations, 2015?",The Authority shall place the following information on the website: (a) the information on the application made by the applicant; (b) the information in respect of the Trustee Bank after the proposed change in status or constitution; and (c) any other information as may be specified by the Authority.,nps.pdf,301
1735,"What is the registration fee for a Trustee Bank under the PFRDA (Trustee Bank) Regulations, 2015?",A non-refundable registration fee of Rupees twenty-five lakh shall be paid by the applicant to the Authority.,nps.pdf,109
1736,"What is the period of validity of a certificate of registration granted to a Trustee Bank under the PFRDA (Trustee Bank) Regulations, 2015?",Every certificate of registration granted to a Trustee Bank shall be valid for a period of five years from the date of grant of registration unless suspended or cancelled by the Authority.,nps.pdf,188
1737,"What are the roles and responsibilities of a Trustee Bank under the PFRDA (Trustee Bank) Regulations, 2015?",The Trustee Bank shall assume the day-to-day banking of the funds under the schemes regulated or administered by the Authority and shall provide banking facilities in accordance with the provisions of the directions issued by the Authority.,nps.pdf,240
1738,What is the responsibility of a Trustee Bank in case of any acts of omissions or commissions by its employees or persons whose services have been procured by the Trustee Bank?,The Trustee Bank shall be responsible for the acts of omissions or commissions by its employees or the persons whose services have been procured by the Trustee Bank in whatever capacity.,nps.pdf,186
1739,How shall the Trustee Bank maintain the books and records of the National Pension System Trust Account?,The Trustee Bank shall maintain all books and records of the National Pension System Trust Account and comply with the disclosure requirements as specified by Authority or National Pension System Trust from time to time and as provided in these regulations.,nps.pdf,257
1740,Who shall be the beneficial owners of the funds held by the Trustee Bank under the National Pension System Trust Account?,Individual subscribers under the schemes regulated or administered by the Authority shall remain beneficial owners of these funds.,nps.pdf,130
1741,"What is the procedure for extension of registration of a Trustee Bank under the PFRDA (Trustee Bank) Regulations, 2015?","The Authority shall notify for fresh registration in accordance with the regulations ninety days or such other time as may be specified, prior to the date of expiry of tenure of the registered Trustee Bank or may extend the tenure of certificate of registration of the Trustee Bank for such period as it may determine in the interest of the subscribers.",nps.pdf,353
1742,"What are the conditions that may be imposed by the Authority on a Trustee Bank while refusing grant of certificate of registration under the PFRDA (Trustee Bank) Regulations, 2015?",The Authority may impose such conditions upon it as it deems fit for protection of subscribers and such conditions shall be complied with.,nps.pdf,138
1743,"What is the requirement for certification of persons authorized to give proper instructions or any other notice, request, direction, instruction, certificate or instrument on behalf of the National Pension System Trust?","The Board of Trustees shall certify to the Trustee Bank the names and signatures, address and scope of authority of all persons authorized to give proper instructions or any other notice, request, direction, instruction, certificate or instrument on behalf of the National Pension System Trust.",nps.pdf,294
1744,What is the responsibility of the Trustee Bank in case of any dispute or claim arising out of the transactions under the National Pension System Trust Account?,"The Trustee Bank shall exercise all due diligence and vigilance in carrying out its duties and in protecting the rights and interests of the subscribers, the beneficiaries of the schemes under the schemes regulated or administered by the Authority.",nps.pdf,248
1745,What is the liability of the Trustee Bank in case of any losses occasioned to the National Pension System Trust?,"The Trustee Bank shall be fully liable for any losses occasioned to the National Pension System Trust on account of any acts of omission or commission in the nature of fraud, negligence, dereliction of duty, misconduct or misdemeanour or any breach of applicable law or of the provisions of these regulations on the part of the Trustee Bank or its employees.",nps.pdf,358
1746,How are the funds credited to the National Pension System Trust maintained with the designated branch of the Trustee Bank?,"The funds shall be credited to separate accounts in the name of the National Pension System Trust maintained with the designated branch of the Trustee Bank. All receipts, payments, income and expenses shall be debited or credited to this account.",nps.pdf,246
1747,What systems and procedures should the Trustee Bank have in place to co-ordinate with other intermediaries?,"The Trustee Bank shall have all the necessary systems procedures, infrastructure that may be required to enable it to co-ordinate with other intermediaries. It shall also ensure that a firewall is maintained in respect of the business under the schemes regulated or administered by the Authority, both in terms of staff and systems, from its other businesses.",nps.pdf,359
1748,What is the requirement for the Trustee Bank to maintain records electronically?,"Where the records are kept electronically, the Trustee Bank must take precautions necessary to ensure that continuity in recordkeeping is not lost or destroyed and that a sufficient back-up of records is available.",nps.pdf,214
1749,What is the requirement for the Trustee Bank to establish and maintain adequate infrastructural facilities?,The Trustee Bank shall establish and maintain adequate infrastructural facilities to be able to discharge its role and responsibilities as per the service-level agreement with the National Pension System Trust.,nps.pdf,210
1750,What is the requirement for the Trustee Bank to provide access to records and data to the National Pension System Trust?,"The Trustee Bank shall be required to ensure access to all records, data or any other relevant material in respect of the Trust Account maintained with the Trustee Bank to the National Pension System Trust for ensuring necessary supervision (both on-site and off-site).",nps.pdf,269
1751,What is the requirement for the Trustee Bank to sign a Service Level Agreement with the National Pension System Trust?,"The Trustee Bank shall sign the required Service Level Agreement, where applicable, with the National Pension System Trust and other intermediaries under the schemes regulated or administered by the Authority.",nps.pdf,209
1752,What is the requirement for the Trustee Bank to establish linkages with central recordkeeping agency and other intermediaries?,"The Trustee Bank is required to establish necessary system and procedure, in order to facilitate fund transfers across various intermediaries of the National Pension System Architecture viz. central recordkeeping agency, nodal offices, point of presence, aggregators, pension funds and annuity service providers, and others, as may be specified by the Authority.",nps.pdf,362
1753,What are the operational requirements for the Trustee Bank?,"The Trustee Bank would be required to fulfill certain minimum operational requirements based on the level of activity, as specified in the selection process, service level agreement and standard operating procedure issued by the National Pension System Trust from time to time.",nps.pdf,277
1754,What reports and audits are required to be submitted by the Trustee Bank to the Authority and National Pension System Trust?,"The Trustee Bank shall file periodic reports with the Authority and National Pension System Trust, including extracts of internal audit report, concurrent audit report, external audit report, and other reports as specified by the Authority or National Pension System Trust.",nps.pdf,273
1755,"What is the purpose of inspection and audit under regulation 20 of the PFRDA (Trustee Bank) Regulations, 2015?","The purpose of inspection and audit is to ascertain the infrastructural capabilities, systems, and procedures of the Trustee Bank, ensure compliance with the regulations, and inquire into complaints received from subscribers, among other things.",nps.pdf,245
1756,"Who can undertake an inspection or audit under regulation 20 of the PFRDA (Trustee Bank) Regulations, 2015?","The Authority may undertake an inspection or audit directly or through its authorized representative or auditor, who may be a qualified auditor as defined under Section 226 of the Companies Act, 1956.",nps.pdf,200
1757,"What is the notice period required before undertaking an inspection or audit under regulation 21 of the PFRDA (Trustee Bank) Regulations, 2015?","The Authority or its authorized representative or auditor shall give ten working days' notice to the Trustee Bank before undertaking an inspection or audit, unless the Authority is satisfied that an inspection or audit is required for immediate safeguarding of the interest of the subscribers.",nps.pdf,293
1758,"What are the obligations of the Trustee Bank during an inspection or audit under regulation 22 of the PFRDA (Trustee Bank) Regulations, 2015?","The Trustee Bank shall produce books, accounts, records, and documents, furnish statements and information, allow access to premises, and provide reasonable facilities for examining books and records, among other things.",nps.pdf,220
1759,"What is the purpose of submitting a report after completion of an inspection or audit under regulation 23 of the PFRDA (Trustee Bank) Regulations, 2015?","The report shall be submitted to the Authority, which may take such action as it may deem fit and appropriate in the interest of the subscribers, including ordering an investigation or inquiry.",nps.pdf,193
1760,"Who is entitled to recover expenses incurred for the purpose of inspection or audit under regulation 24 of the PFRDA (Trustee Bank) Regulations, 2015?",The Authority is entitled to recover expenses incurred for the purpose of inspection or audit from the Trustee Bank.,nps.pdf,116
1761,"What is the frequency of inspection or audit by the National Pension System Trust under regulation 25 of the PFRDA (Trustee Bank) Regulations, 2015?",The National Pension System Trust shall undertake inspection or audit on an annual basis or at such other period as may be specified by the Authority.,nps.pdf,150
1762,"What are the grounds for cancellation or suspension of a certificate of registration under regulation 26 of the PFRDA (Trustee Bank) Regulations, 2015?","The grounds for cancellation or suspension include failure to comply with conditions of registration, contravention of provisions of the Act or regulations, unfair trade practices, and failure to furnish information, among other things.",nps.pdf,236
1763,"What action can the Authority take under regulation 26 of the PFRDA (Trustee Bank) Regulations, 2015, in case of default by a Trustee Bank?","The Authority may cancel or suspend the certificate of registration, direct varying or modifying the terms and conditions of the certificate, or pass any other order deemed beneficial in the interest of subscribers.",nps.pdf,215
1764,"What is the requirement for a Trustee Bank to ensure during the entire currency of the registration period under regulation 26 of the PFRDA (Trustee Bank) Regulations, 2015?","A Trustee Bank shall ensure that the eligibility conditions mentioned in the regulation are strictly adhered to during the entire currency of the registration period and any extension thereto, failing which the registration certificate may be cancelled.",nps.pdf,253
1765,What is the requirement for a Trustee Bank to furnish information to the Authority on an annual basis?,"The registered Trustee Bank shall furnish information to the Authority on an annual basis within thirty days of closure of accounts for the financial year, along with the eligibility conditions.",nps.pdf,194
1766,What is the process for a Trustee Bank to surrender its certificate of registration?,"The Trustee Bank shall make a request to the Authority, and the Authority may require the Trustee Bank to satisfy certain factors, including arrangements for maintenance and preservation of records, redressal of subscriber grievances, and transfer of records and funds.",nps.pdf,269
1767,What are the consequences of suspension or cancellation of a Trustee Bank's certificate of registration?,"The Trustee Bank shall cease to carry on any activity in respect of which the certificate had been granted, and shall not undertake any additional assignment or collect any new money or information from subscribers.",nps.pdf,215
1768,What is the role of the designated authority in case of a default by a Trustee Bank?,"The designated authority shall issue a notice to the Trustee Bank or any other concerned person, requiring it to show cause as to why the certificate of registration should not be suspended or cancelled.",nps.pdf,203
